protein,diff,p,q
CSTB,0.13443311688311688,0.15235594365292643,0.27422193552801966
CTAG1A_CTAG1B,-0.30362830086580084,0.05124761400863193,0.12641078122129212
CTBS,-0.17634469696969693,0.0028293390844665203,0.013738375047126123
CTF1,0.7854319264069266,2.6922588285810292e-06,2.3774841558738213e-05
CTHRC1,-0.0701867965367966,0.40277763344582707,0.5407988160597852
CTLA4,0.019062012987012933,0.6312858636885104,0.7351587966380541
CTNNA1,-0.11309626623376626,0.19814338282391764,0.33076705196705386
CTRB1,-0.23173933982683986,0.03861011284257504,0.1021333573202234
CTRC,-0.3343064935064935,0.036277751625071526,0.09782275645764213
CTRL,-0.47359166666666674,0.0013836694517350557,0.007380412057338627
CTSB,-0.19281093073593067,0.24627388139920292,0.3851570654520439
CTSC,-0.06768165584415581,0.27133712314825253,0.41222370632138366
CTSD,0.07357343073593076,0.27880625204685117,0.4213839994464864
CTSE,-0.036420887445887465,0.7500833253020773,0.8276683880173544
CTSF,-0.19087077922077927,0.08542166818902228,0.18172309761027083
CTSH,-0.23224377705627752,0.6556396536746179,0.7518378610007486
CTSL,0.013800054112554111,0.9356851983007191,0.9593152699519474
CTSO,-0.06607494588744588,0.24627388139920292,0.3851570654520439
CTSS,-0.013345616883116883,0.6403721170046321,0.7424861951624513
CTSV,-0.012472186147186148,0.9289322965480106,0.9557441403765697
CTSZ,-0.13833982683982682,0.11907427044042534,0.22838195045758747
CUZD1,-0.23636174242424243,0.03406656554113726,0.0935870028916769
CWC15,-0.12184680735930739,0.8285200418107319,0.8880689703750528
CX3CL1,-0.3169809523809524,0.0028294566467225203,0.013738375047126123
CXADR,-0.16469031385281385,0.15979040242195397,0.28410422523076123
CXCL1,0.6413579004329006,5.853502717245442e-06,4.916605874284031e-05
CXCL10,-0.06638787878787877,0.8550933837293739,0.9029761418500579
CXCL11,0.22215075757575753,0.1360355390521625,0.2518251302403236
CXCL12,0.002691666666666981,0.9695093232073471,0.9819390612847784
CXCL13,0.0384867965367966,0.7890343476731525,0.8596151316618057
CXCL14,-0.1254086038961033,0.5721696928603057,0.6882518568850509
CXCL16,-0.15026314935064936,0.009460368502053632,0.03672331624369557
CXCL17,-0.1496196969696968,0.6013999509832053,0.71140916905055
CXCL3,2.719594642857142,1.3572721856678329e-12,5.834274409863347e-11
CXCL5,1.9902721861471862,2.2269381886400148e-08,2.6353604556254104e-07
CXCL6,0.3129220779220778,0.036277751625071526,0.09782275645764213
CXCL8,-0.4596903679653659,0.8153046147914853,0.8787372378449527
CXCL9,-0.2516681277056274,0.1360355390521625,0.2518251302403236
CYB5A,-0.2071723484848485,0.24627388139920292,0.3851570654520439
CYB5R2,0.24259832251082258,0.005548579968276149,0.023676641236892237
CYP24A1,-0.15897716450216504,0.05763869896398758,0.1379835520653036
CYTH3,-0.1831552489177489,0.2532632288256408,0.39293440438288113
CYTL1,-0.07858609307359307,0.5896270163130954,0.7028873444874298
DAAM1,1.0409793831168832,1.4431172393246841e-12,5.941171395135284e-11
DAB2,1.9832507575757576,2.22264327354745e-13,2.7069942869079985e-11
DAG1,0.20205449134199127,4.009926708131179e-05,0.00030844778336493254
DAND5,0.12973241341991348,0.969509452914085,0.9819390612847784
DAPK2,-0.02194972943722928,0.9966113466412806,0.9972937234619867
DAPP1,3.1214833874458883,2.22264327354745e-13,2.7069942869079985e-11
DARS1,0.6921792207792208,4.231250966475237e-07,4.178360329394297e-06
DBH,0.4062266233766233,0.2902752795613569,0.43267447330843767
DBI,0.6814119588744589,6.094534670498169e-10,9.526376920784036e-09
DBN1,0.19377094155844193,0.023075818130982143,0.07026105874673001
DBNL,1.6268358766233764,1.517249715397498e-13,2.217460459053443e-11
DCBLD2,-0.15097819264069257,0.031297579115373245,0.08779743553548733
DCC,-0.22729512987012973,0.0008827658918978317,0.005059460200034043
DCDC2C,-0.21932218614718613,0.30605191565420764,0.4486407971199844
DCLRE1C,-0.25553079004329,0.013285020480595256,0.046449898163612356
DCN,-0.09739177489177489,0.014432407112737371,0.04974755423411714
DCTD,1.315013041125541,1.5829497352892894e-11,3.954668441239823e-10
DCTN1,0.46338425324675314,0.00024713308607916454,0.0016417500241122682
DCTN2,1.2068174242424246,2.97190295550045e-09,4.156398248290821e-08
DCTN6,0.5068269480519478,5.77102557905584e-05,0.00042493536590018345
DCTPP1,-0.10169388528138529,0.12733531063635145,0.2399749277821117
DCUN1D1,-0.16926829004329025,0.3980187623232748,0.5363802868930071
DCUN1D2,-0.3987314935064935,0.04278040579409032,0.110173679415089
DCXR,0.10049945887445921,0.4781637613617501,0.6082126520715385
DDA1,-0.0591949134199134,0.8087163030849599,0.8745385697067473
DDAH1,0.10687900432900432,0.03406656554113726,0.0935870028916769
DDC,-0.2737636904761904,0.15979040242195397,0.28410422523076123
DDHD2,0.064939935064935,0.33500451362962924,0.47766741138507623
DDI2,0.3020356060606062,0.1221199300786561,0.23269658123853443
DDR1,-0.1938078463203463,0.000996597707178858,0.005559542339814695
DDT,-0.016781222943722973,0.9087062036483103,0.9439048447988668
DDX1,-0.15451726190476187,0.21967216643148701,0.3563272710761579
DDX25,-0.30300378787878784,0.0034310347546838713,0.016097776224624327
DDX39A,-0.19701055194805192,0.00036622390886934696,0.0023475273807568005
DDX4,0.16516461038961036,0.4522136815850589,0.5856537843478632
DDX53,-0.27529978354978357,0.011504128734735776,0.04182408991496601
DDX58,0.018723376623376628,0.6373382289671439,0.7392617632027625
DECR1,0.4389646103896103,3.1771101835147976e-06,2.7638967459564743e-05
DEFA1_DEFA1B,-0.2663440476190475,0.003824961191685723,0.017551588011455836
DEFB103A_DEFB103B,-0.17762781385281387,0.13162971889225036,0.24632117050067082
DEFB104A_DEFB104B,-0.012045833333333318,0.5049054847152934,0.629895019694238
DEFB116,-0.26438966450216445,0.036277751625071526,0.09782275645764213
DEFB118,-0.18266672077922075,0.08697683507511222,0.184093619786063
DEFB4A_DEFB4B,0.17542716450216433,0.6013999509832053,0.71140916905055
DENND2B,-0.23529583333333348,0.0030743861676779294,0.01463588072984135
DENR,0.7402277597402595,4.592790472012819e-06,3.9139144459747725e-05
DFFA,0.49125990259740276,3.212263809371371e-05,0.00025172780468612647
DGCR6,0.025503084415584465,0.8417841854281243,0.8953912569164509
DGKA,0.13472586580086582,0.15480426857962448,0.2774327878959181
DGKZ,-0.06302516233766234,0.6495154691014562,0.7483380828472828
DHODH,-0.32927970779220783,0.0037228033572041575,0.017163650178403395
DHPS,-0.2233792207792207,0.1648970438222377,0.2907081176673105
DHRS4L2,0.41610600649350665,6.299510395351548e-07,6.017473492030254e-06
DIABLO,2.0794400432900435,1.4431172393246841e-12,5.941171395135284e-11
DIPK1C,-0.21998208874458874,0.14055435723976775,0.2580655692285434
DIPK2B,-0.11442775974025987,0.05708088405267278,0.13709730820539237
DKK1,0.4218128246753246,0.000537465875364035,0.003300446961531669
DKK3,-0.1376192640692641,0.09679372214868749,0.19634146415032167
DKK4,-0.102751406926407,0.7500833253020773,0.8276683880173544
DKKL1,-0.16135027056277046,0.2980938811170427,0.43984271302630784
DLG4,0.3000449134199134,1.8473114470603034e-06,1.671731071132281e-05
DLGAP5,-0.30426753246753235,0.010959456807464239,0.04065290894443905
DLK1,0.22196006493506498,0.2164978042940242,0.352351381932869
DLL1,-0.201578354978355,0.0013043345027746664,0.007008400278695496
DLL4,-0.3307936147186148,0.02206974982059847,0.06783373157267017
DMD,-0.03375579004329003,0.7759866120255959,0.8504720161045434
DMP1,-0.24133338744588761,0.6192553319982443,0.7254843027779031
DNAJA1,-0.2769571428571429,0.09509864283867331,0.19479560828131892
DNAJA2,1.528428463203463,2.8628288381069063e-13,2.7893495645954958e-11
DNAJA4,0.36776877705627653,0.03781888606158265,0.10095397621735716
DNAJB1,1.0869419372294367,3.3338056307458416e-05,0.0002605538464885052
DNAJB14,0.3999900432900434,1.825063302626722e-05,0.00014736629927010797
DNAJB2,0.5531021645021648,0.00018908812627420183,0.0012883556948706106
DNAJB6,1.3464626082251079,1.517249715397498e-13,2.217460459053443e-11
DNAJB8,-0.17627321428571427,0.07797981416037646,0.16921677564274715
DNAJC21,0.010387067099567215,0.8617631410103956,0.9073974652701006
DNAJC6,1.1839500541125547,3.951811300184238e-10,6.489406983392431e-09
DNAJC9,0.7878944264069265,0.00011711713946625233,0.0008288944277478343
DNER,-0.20085903679653688,0.010695812378074475,0.040288478841638775
DNLZ,-0.39702413419913496,0.04191715494780382,0.10852421958585524
DNM1,1.8185782467532465,1.1132123865500015e-11,2.9314592845816706e-10
DNM3,0.3706544372294371,2.7669117703557135e-05,0.000219773997411678
DNMBP,-0.0057699134199134805,0.9424427302245387,0.9628661658323407
DNPEP,0.1268561147186148,0.18940492958756383,0.32187826115374946
DNPH1,0.4941816558441572,0.0008054057618688025,0.004661784241470316
DOC2B,-0.0756921536796536,0.3307637157371567,0.47486362529455256
DOCK9,-0.13378831168831173,0.6013999509832053,0.71140916905055
DOK1,1.2680356060606062,4.049333554488003e-12,1.3151335533076037e-10
DOK2,1.9829514069264067,1.1806913007730469e-11,2.9751385104824275e-10
DPEP1,-0.18486515151515148,0.0985128804040233,0.19886267225204424
DPEP2,-0.028741720779221103,0.9087062036483103,0.9439048447988668
DPP10,-0.2755037337662338,0.008353552459320028,0.03304227598715143
DPP4,-0.09669301948051946,0.08855477636169766,0.18595230697215678
DPP6,-0.06461931818181814,0.3956500751794134,0.535162040605935
DPP7,0.02405660173160168,0.989834284409546,0.9949400320939144
DPT,-0.10648143939393928,0.02110150625184591,0.06568829102371967
DPY30,0.4197308441558442,1.1481239132534569e-05,9.400465541848332e-05
DRAXIN,-0.16057619047619046,0.20717312334809712,0.34212827093021914
DRG2,0.5874751082251083,1.534283118311427e-12,6.143437746334659e-11
DSC2,-0.2162485389610389,0.01603653560491927,0.05326681087861252
DSCAM,-0.1095909090909091,0.3392801819297282,0.48211763334010477
DSG2,-0.22877575757575763,0.0012292163338923378,0.006641403593285218
DSG3,-0.16838008658008663,0.02998809208778528,0.08551726163180133
DSG4,-0.1784847943722943,0.08855477636169766,0.18595230697215678
DTD1,2.3053637445887443,1.534283118311427e-12,6.143437746334659e-11
DTNB,0.11966742424242419,0.17547742499641084,0.30603849240125824
DTX2,-0.18791650432900425,0.09177985399200234,0.1905344554109537
DTX3,-0.025551244588744665,0.8021415247722942,0.869680889061356
DTYMK,0.9574548160173151,3.2868902932025983e-08,3.709490473757218e-07
DUOX2,-0.09668214285714283,0.31414953249445055,0.457300340379123
DUSP13,0.20051331168831155,0.3980187623232748,0.5363802868930071
DUSP29,0.10192353896103895,0.0730902198874722,0.16308604025273377
DUSP3,0.5800709415584429,0.05175551672304045,0.12734122506855827
DUT,1.0141685606060598,5.502579706873867e-09,7.27784637248521e-08
DXO,0.6635409632034632,4.262157739396934e-09,5.7677254964153876e-08
DYNC1H1,-0.03987651515151516,0.059911063969961785,0.14122583869693411
DYNLT1,-0.060383982683982644,0.6132778265119712,0.7207925560492529
DYNLT3,-0.12771531385281382,0.026336582608908192,0.07729099494562112
EBAG9,1.2615480519480515,1.9575916803770714e-13,2.600927491700991e-11
EBI3_IL27,-0.20055459956709948,0.02811127576900405,0.08079573163500377
ECE1,-0.07738912337662336,0.2164978042940242,0.352351381932869
ECHDC3,-0.2608287337662337,0.3839467695675344,0.5241832823194316
ECHS1,0.3094216991341989,0.03265731947791567,0.09073892094481702
ECI2,0.17593457792207792,0.019496823975139615,0.062147455266448305
ECM1,-0.10530844155844156,0.11907427044042534,0.22838195045758747
ECSCR,-0.08900665584415646,0.11707610255038767,0.22618205403488642
EDA2R,0.008137932900432743,0.7890343476731525,0.8596151316618057
EDAR,0.24229383116883116,0.054364844116844196,0.13165570783225813
EDDM3B,0.27162857142857144,0.18940492958756383,0.32187826115374946
EDEM2,-0.16388674242424262,0.03515654481813538,0.09621964466611396
EDF1,0.5237167207792206,0.0008054057618688025,0.004661784241470316
EDIL3,-0.49108852813852794,0.00016512698330565652,0.001138363613684986
EDN1,-0.04459145021645028,0.5896270163130954,0.7028873444874298
EDNRB,-0.14863804112554108,0.10202429828522597,0.20300682361314876
EEF1D,0.4189120129870129,0.0008054057618688025,0.004661784241470316
EFCAB14,-0.07744664502164506,0.27880829795740836,0.4213839994464864
EFCAB2,0.14043138528138524,0.054363817590690464,0.13165570783225813
EFEMP1,-0.24546028138528142,0.007746891922151553,0.03114740727434524
EFHD1,-0.22951590909090902,0.0565296646416363,0.1358850409107754
EFNA1,-0.15445508658008653,0.020632222274323615,0.06463878425278449
EFNA4,-0.14411158008658015,0.03129829894901738,0.08779743553548733
EFNB2,-0.2324126623376624,0.14518773421096182,0.2645783959467839
EGF,1.4658028679653687,2.687572493880904e-13,2.708887724004787e-11
EGFL7,-0.03574962121212144,0.7054392605839808,0.7921624889308396
EGFLAM,-0.13024296536796537,0.05990997561591616,0.14122583869693411
EGFR,-0.1849844696969697,1.0617439607383456e-05,8.742190414755449e-05
EGLN1,0.0050100649350641735,0.9019766479785182,0.938582321837383
EHBP1,0.37825795454545463,6.87672773325121e-07,6.50507286870333e-06
EHD3,1.9053249999999995,3.590289246509601e-12,1.2202808683194841e-10
EIF1AX,0.9227292748917749,8.187821110325966e-07,7.695498747743664e-06
EIF2AK2,0.7923353354978349,5.631192716007094e-11,1.1673742063041655e-09
EIF2AK3,-0.16744718614718623,0.3611805450974275,0.5029684294043737
EIF2S2,0.25172148268398264,0.0020177133711415766,0.010365160252806378
EIF4B,1.1253764610389614,5.844467788811426e-08,6.327177535813258e-07
EIF4E,1.660410606060606,5.799731308575975e-12,1.7298586341803646e-10
EIF4EBP1,0.5172422077922079,0.010959456807464239,0.04065290894443905
EIF4G1,1.4711067640692645,1.3572721856678329e-12,5.834274409863347e-11
EIF4G3,0.3161073593073592,0.02282005798230879,0.06970013530019707
EIF5,0.4475733225108225,4.315243993923272e-05,0.0003259291523058843
EIF5A,0.0329732142857143,0.8153046147914853,0.8787372378449527
ELAC1,1.3298338203463203,4.172741201705316e-10,6.813923202561251e-09
ELAVL4,-0.3300641233766233,0.04278040579409032,0.110173679415089
ELN,0.048776082251081876,0.33500245663271067,0.47766741138507623
ELOA,-0.003776515151515447,0.9356849251659921,0.9593152699519474
ELOB,0.05018106060606056,0.5492826199977975,0.6670349390334699
ENAH,0.08172256493506497,0.3839467695675344,0.5241832823194316
ENDOU,-0.11368544372294384,0.36566474093493195,0.5067985005940284
ENG,-0.11826709956709958,0.016413495525295262,0.0540277561040969
ENO1,0.9962931818181817,3.00753281126928e-10,5.232749051988158e-09
ENO2,0.8396332792207788,8.857859767883928e-11,1.7733920617482687e-09
ENO3,0.23014426406926447,0.18940492958756383,0.32187826115374946
ENOPH1,-0.20840822510822513,0.09342742580051744,0.19258699972842908
ENOX2,-0.08752148268398269,0.18940492958756383,0.32187826115374946
ENPEP,-0.09643268398268395,0.0985128804040233,0.19886267225204424
ENPP2,-0.16796401515151516,0.0036231318438332285,0.016810181554800834
ENPP5,-0.1376284632034632,0.08237878506582293,0.17692372428170494
ENPP6,-0.16396266233766227,0.05933395564445533,0.14100256288515686
ENPP7,-0.12395660173160217,0.7565340556476334,0.8335277213185197
ENSA,0.5036211580086583,0.00027292368501173234,0.001792709957953469
ENTPD2,-0.07876531385281385,0.27133712314825253,0.41222370632138366
ENTPD5,-0.09727922077922077,0.04732533574955857,0.1189440725674632
ENTPD6,-0.08226444805194803,0.06591857655879427,0.15064894392600128
ENTR1,-0.2646685064935066,0.11510435723491985,0.22340639853762997
EP300,0.11098668831168833,0.12946868834529043,0.2430552190322954
EPB41L5,-0.34307867965367966,0.014603741165550745,0.05010180214425449
EPCAM,-0.22246336580086587,0.2568092292616898,0.3965416677928787
EPGN,-0.24850606060606065,2.376091416496002e-06,2.1174741495176262e-05
EPHA1,-0.02570308441558441,0.58378066754384,0.6979103849614087
EPHA10,-0.18325887445887445,0.3980187623232748,0.5363802868930071
EPHA2,-0.07853360389610382,0.370183525768071,0.5116058845484972
EPHA4,-0.20211471861471852,0.008353828927302399,0.03304227598715143
EPHB4,-0.12684859307359309,0.03265731947791567,0.09073892094481702
EPHB6,-0.1730574134199135,0.007944665158406822,0.03172439379511358
EPHX2,-0.28574702380952394,0.03063718115561671,0.08652413576605571
EPN1,-0.10577570346320347,0.510349047054832,0.6337086935179583
EPO,0.31639410173160176,0.17819998408712456,0.30876025695712217
EPPK1,-0.18453387445887454,0.11123929726198636,0.21705772089238062
EPS8L2,-0.16339653679653673,0.11510435723491985,0.22340639853762997
ERBB2,0.04386412337662332,0.6013999509832053,0.71140916905055
ERBB3,-0.09961471861471867,0.1210990688896973,0.23090187760246916
ERBB4,-0.10185849567099567,0.07241402374998926,0.16170068099405546
ERBIN,1.2318718073593076,1.1806913007730469e-11,2.9751385104824275e-10
ERC2,0.16631899350649365,0.989834284409546,0.9949400320939144
ERCC1,-0.08933484848484852,0.18095385629771277,0.3118679964376264
EREG,-0.12347007575757574,0.4624970214120131,0.5934498654904804
ERI1,0.0034565476190476126,0.9221845086619007,0.9514808749801397
ERMAP,0.12412132034632034,0.15978862522634796,0.28410422523076123
ERN1,-0.1971844696969695,0.026336582608908192,0.07729099494562112
ERP29,1.6926240800865804,3.6832240498853277e-13,2.990573304948559e-11
ERP44,0.14336093073593076,0.020171006131519755,0.06367322135923167
ERVV.1,-0.22473587662337657,0.02750858748709986,0.07953274107299001
ESAM,0.04116260822510816,0.40277563129918315,0.5407988160597852
ESM1,-0.1812969155844156,0.10747740695427453,0.2111266535802046
ESPL1,-0.3557012445887446,0.024121479247361213,0.07246360106889704
ESR1,0.19414794372294375,0.60732592687876,0.7163897030938723
ESYT2,0.7007936147186149,2.2817767020875122e-08,2.6893682662104027e-07
EVI2B,-0.16937380952380937,0.01603653560491927,0.05326681087861252
EVI5,0.056219859307359274,0.07655671242954576,0.16787342117896645
EVPL,-0.16771818181818182,0.06975557234434113,0.15769183137085005
EXOSC10,-0.24047186147186128,0.010959456807464239,0.04065290894443905
EXTL1,-0.09497846320346318,0.22939333321700162,0.366005735115165
EZR,-0.0060489718614718385,0.7890343476731525,0.8596151316618057
F10,0.008510714285714274,0.42460901196703393,0.5618524861836307
F11,0.004606006493506502,0.7955807254302163,0.8641703680537057
F11R,0.207698106060606,0.0002914963981248331,0.0019061386391921412
F12,-0.0954705627705627,0.40277763344582707,0.5407988160597852
F13B,0.004250108225108268,0.33287769697061853,0.4771954429843639
F2,-0.09593674242424248,0.01994405242482908,0.06336572308453847
F2R,0.280966341991342,0.0005724011290724199,0.003478437630517013
F3,-0.11130492424242425,0.09594177215623845,0.19634146415032167
F7,-0.039261147186147205,0.48344975363490605,0.6125373341460036
F9,-0.03938241341991337,0.2011207452948004,0.334590744733467
FABP1,-0.1141029220779225,0.8417841854281243,0.8953912569164509
FABP2,-0.021292316017316182,0.989834284409546,0.9949400320939144
FABP3,0.26017332251082237,0.04828144215012611,0.12082761592878306
FABP4,0.03551228354978364,0.9627382556941022,0.977791494577436
FABP5,0.7277115800865801,1.5889167010724201e-09,2.3338711141882835e-08
FABP6,-0.28381753246753233,0.05543844930483066,0.1335915806414015
FABP9,-0.02760189393939394,0.4887673037871233,0.6174013954061198
FADD,1.2182813852813847,9.893937696819947e-12,2.6532091640187806e-10
FAM13A,0.5491500000000002,1.9267979454315794e-06,1.732932429075848e-05
FAM171A2,-0.43624469696969626,0.208704722965818,0.3442685695423736
FAM171B,-0.023446103896103854,0.054898425807380496,0.13283782999583874
FAM172A,0.530409145021645,1.3565306118798692e-09,2.0334046043717217e-08
FAM20A,0.01743901515151519,0.9255574172719444,0.9542872418645126
FAM3B,0.042011363636363624,0.5549618358542556,0.6716991495660412
FAM3C,-0.08821915584415563,0.28259588451950446,0.42578751054150077
FAM3D,0.03987873376623363,0.9356851983007191,0.9593152699519474
FAP,-0.10517591991341982,0.09177985399200234,0.1905344554109537
FARSA,-0.07511369047619046,0.4370337230234913,0.5718216528190085
FAS,-0.10196396103896106,0.027507928058579677,0.07953274107299001
FASLG,-0.33563230519480497,0.001905359867929788,0.009839870837382986
FBLN2,-0.13998685064935065,0.1093455616837158,0.2139337863463864
FBN2,-0.14562494588744593,0.3414290303649349,0.48493540124232487
FBP1,-0.0522247294372294,0.8351462519765688,0.8922267889354936
FCAMR,-0.24402505411255412,0.4172574595163224,0.5543834337119138
FCAR,-0.1459076298701299,0.21967216643148701,0.3563272710761579
FCER1A,-0.07370335497835503,0.2164978042940242,0.352351381932869
FCER2,0.010484686147186145,0.8550933837293739,0.9029761418500579
FCGR2A,-0.05933506493506485,0.040234826151593114,0.10528773217646076
FCGR2B,0.16259085497835496,0.7244588389762001,0.8088591238836643
FCGR3B,-0.17426764069264072,0.07377280699085027,0.163736904677372
FCN1,0.10442040043290042,0.1475478625446385,0.2677109883413894
FCN2,0.14072261904761904,0.4624970214120131,0.5934498654904804
FCRL1,-0.3192912878787878,0.012218299000616285,0.04371369397650111
FCRL2,-0.49144767316017324,0.00031124802770148463,0.002026231592364008
FCRL3,-0.18150952380952384,0.3980187623232748,0.5363802868930071
FCRL5,-0.32982429653679657,0.04106869279552443,0.10689562692904533
FCRL6,-0.13530990259740272,0.2902752795613569,0.43267447330843767
FCRLB,-0.24211866883116884,0.1865561740282996,0.31889105069281853
FDX1,-0.16229453463203475,0.24627388139920292,0.3851570654520439
FDX2,0.9945740800865799,3.620343208473844e-08,4.070101230141941e-07
FEN1,0.23860216450216432,0.10025633385690731,0.20017026220200823
FES,0.06354383116883111,0.4445848006830322,0.5796259466532128
FETUB,-0.1733375541125542,0.16232857110913013,0.28739334545850237
FGA,-0.2044759199134199,0.035526688368346354,0.09651189560491909
FGD3,0.11150579004329031,0.27880829795740836,0.4213839994464864
FGF12,-0.18835990259740262,0.059911063969961785,0.14122583869693411
FGF16,0.0214424783549787,0.44712086445544286,0.5806016378512926
FGF19,-0.025739231601731527,0.888539123512752,0.9292307184356974
FGF2,0.18753858225108225,0.0007810501716533427,0.004547827991519365
FGF20,-0.18123961038961045,0.01971985351046441,0.06272157977267406
FGF21,0.28813841991342015,0.20717312334809712,0.34212827093021914
FGF23,0.1801284090909091,0.33287769697061853,0.4771954429843639
FGF3,-0.10093955627705632,0.18940492958756383,0.32187826115374946
FGF5,-0.27266720779220777,0.010826584660538575,0.04065290894443905
FGF6,-0.1797154220779221,0.0646788973747446,0.14851250355567827
FGF7,-0.2838477272727273,0.05876576192664041,0.13976592523317324
FGF9,0.024417586580086553,0.8818321073900629,0.9235382479043904
FGFBP1,-0.24464978354978356,0.00473847714609868,0.020985710148555214
FGFBP2,-0.0440945346320346,0.8952541288849709,0.9339142822022735
FGFBP3,-0.06897792207792207,0.674150223875841,0.7688416326137664
FGFR2,-0.09583138528138532,0.024659545062765322,0.07340106946890329
FGFR4,-0.11420151515151516,0.29416716358058137,0.4355879529615194
FGL1,-0.08649420995670995,0.5213238597585075,0.6432375019308221
FGR,-0.08583674242424211,0.3747368378685546,0.5164336525647266
FH,-0.04656001082251081,0.4887673037871233,0.6174013954061198
FHIP2A,-0.2625033008658006,0.15728236118062883,0.28084077075808067
FHIT,1.1725720238095239,3.355340694809875e-10,5.735474181829979e-09
FIS1,0.798048647186147,1.8299450371763702e-08,2.2194727567081038e-07
FKBP14,1.1762898268398265,4.910360831759881e-10,7.88625533584293e-09
FKBP1B,2.5916363095238104,6.1560808244615844e-12,1.799422424990121e-10
FKBP4,0.48064442640692684,5.769132976106667e-07,5.565404517874517e-06
FKBP5,1.5342980519480522,3.1823819603859347e-12,1.1207352373744682e-10
FKBP7,-0.02803257575757573,0.848433383152062,0.899191725508875
FKBPL,0.5489674783549783,1.5597450091471408e-06,1.4291958187263612e-05
FLI1,1.067120779220779,9.370910328820554e-11,1.863344958581121e-09
FLRT2,-0.22009161255411258,0.0023922475653277986,0.012035352209041577
FLT1,-0.07268793290043292,0.19228561821459866,0.3245097355896489
FLT3,-0.21161363636363636,0.018000279361300168,0.0581379188652822
FLT3LG,-0.13053111471861475,0.059911063969961785,0.14122583869693411
FLT4,-0.15598095238095236,0.014950936755892104,0.05081580015985188
FMNL1,0.09419588744588742,0.6556396536746179,0.7518378610007486
FMR1,0.050998593073592946,0.352316140130296,0.49534395266996406
FN1,-0.05704096320346297,0.3932939322736131,0.5327146265226002
FNDC1,0.04207137445887445,0.888539123512752,0.9292307184356974
FNTA,0.13375459956709956,0.06225723078833177,0.14488685158781353
FOLH1,0.06791601731601732,0.22612080897100362,0.36296052972116616
FOLR1,-0.21804291125541125,0.014950936755892104,0.05081580015985188
FOLR2,-0.24870330086580078,0.0009669669263518644,0.005425037093524952
FOLR3,1.021662067099567,0.969509452914085,0.9819390612847784
FOS,-0.08866298701298704,0.28259588451950446,0.42578751054150077
FOSB,-0.16958695887445885,0.02872531007475566,0.0821566353703628
FOXJ3,-0.030726839826839783,0.42215143296961466,0.5591067687223307
FOXO1,0.6046313311688312,1.3602476477011516e-08,1.7137947733752008e-07
FOXO3,0.5953551406926406,0.08542166818902228,0.18172309761027083
FRMD4B,-0.055710281385281446,0.9154423172339606,0.9482061988925822
FRMD7,-0.01262765151515155,0.03063718115561671,0.08652413576605571
FRZB,-0.13119599567099566,0.03781888606158265,0.10095397621735716
FSHB,-0.2728996212121212,0.059911063969961785,0.14122583869693411
FST,-0.2797067640692641,0.0646788973747446,0.14851250355567827
FSTL1,-0.1073049783549783,0.010185384096149979,0.039019498968606015
FSTL3,-0.11805129870129868,0.21024840639415288,0.34545030460377113
FTCD,-0.13035151515151513,0.848433383152062,0.899191725508875
FUCA1,-0.5676244047619048,0.000690305348238958,0.004059884372037171
FUOM,-0.03364686147186147,0.9830579555820083,0.992223205858498
FURIN,-0.0687650974025974,0.40277763344582707,0.5407988160597852
FUS,0.06004918831168793,0.2497514728011071,0.38893103622676406
FUT1,-0.18872413419913422,0.017190833279909615,0.05608125633613371
FUT3_FUT5,-0.20585914502164496,0.09509864283867331,0.19479560828131892
FUT8,0.05697283549783547,0.7372345691475306,0.8171925087668684
FXN,1.2926203463203465,6.466215547164179e-13,3.9437816323296086e-11
FXYD5,0.7406974025974025,1.8599332069717768e-09,2.718292381989252e-08
FYB1,2.0702459956709958,5.4133461732438456e-14,2.217460459053443e-11
FZD10,-0.30354020562770556,0.009460368502053632,0.03672331624369557
FZD8,-0.029787824675324592,0.4624970214120131,0.5934498654904804
GABARAP,-0.23441996753246747,0.05763869896398758,0.1379835520653036
GABARAPL1,-0.25617272727272694,0.011228860279959754,0.04138960731188192
GABRA4,-0.25446087662337663,0.6132778265119712,0.7207925560492529
GAD1,-0.15147370129870136,0.009460368502053632,0.03672331624369557
GAD2,-0.18831185064935066,0.05024237850163885,0.12456189343536078
GADD45B,-0.21031872294372295,0.014950936755892104,0.05081580015985188
GADD45GIP1,0.6285939393939394,1.5889167010724201e-09,2.3338711141882835e-08
GAGE2A,-0.1705699675324676,0.013285020480595256,0.046449898163612356
GAL,-0.16259837662337667,0.23604523544834932,0.37416498005180315
GALNT10,0.0005735389610389552,0.6991393951411515,0.7878120478016908
GALNT2,-0.09010416666666661,0.20413061368100727,0.3386343835355189
GALNT3,-0.17075676406926404,0.1951983876996347,0.32715876562272495
GALNT5,-0.12231028138528144,0.14055435723976775,0.2580655692285434
GALNT7,-0.1294302489177489,0.040234826151593114,0.10528773217646076
GAMT,-0.042268777056277074,0.11907269952935418,0.22838195045758747
GAPDH,0.5600958333333335,0.0030743861676779294,0.01463588072984135
GART,-0.14407873376623376,0.0028293390844665203,0.013738375047126123
GAS2,-0.2609647727272727,0.09259792102749557,0.19209632587889963
GAS6,-0.1494535714285715,0.03335557518616259,0.09224063033978548
GASK1A,-0.0692399891774893,0.4994962818960309,0.6250118287594598
GAST,-0.13315779220779214,0.4370337230234913,0.5718216528190085
