feature,layer,diff_high_minus_low,p,q
VIPR1,proteomics,-0.0833902597402597,0.0246595450627653,0.0734010694689032
MORC3,proteomics,-0.1007126082251084,0.024931839396536,0.0741360799146233
PPP1R12B,proteomics,0.1205088744588748,0.0252079777032983,0.0747291265991287
CCL20,proteomics,-0.6062213203463205,0.0252079777032983,0.0747291265991287
CPTP,proteomics,-0.1714311688311688,0.0252079777032983,0.0747291265991287
PSMG3,proteomics,0.3776280844155837,0.0257669365747311,0.0762315340161326
RICTOR,proteomics,-0.2391825757575757,0.0257663061623276,0.0762315340161326
PSMG4,proteomics,0.451021158008658,0.0263365826089081,0.0772909949456211
NOTCH2,proteomics,-0.1656451298701299,0.0263365826089081,0.0772909949456211
REXO2,proteomics,-0.2590876082251082,0.0263365826089081,0.0772909949456211
ERN1,proteomics,-0.1971844696969695,0.0263365826089081,0.0772909949456211
TOP1MT,proteomics,-0.3034625541125541,0.0263365826089081,0.0772909949456211
MMP10,proteomics,-0.3531857142857144,0.0263365826089081,0.0772909949456211
DYNLT3,proteomics,-0.1277153138528138,0.0263365826089081,0.0772909949456211
PITHD1,proteomics,-0.3346698593073593,0.0263353026235984,0.0772909949456211
RECK,proteomics,-0.0889663419913418,0.0269157789281275,0.0784432898779647
HDAC9,proteomics,-0.2918929112554111,0.0269170782578168,0.0784432898779647
IGFL4,proteomics,-0.189014989177489,0.0269170782578168,0.0784432898779647
ANP32C,proteomics,-0.1162675324675325,0.0269170782578168,0.0784432898779647
LTBR,proteomics,-0.1495136363636363,0.0269170782578168,0.0784432898779647
QSOX1,proteomics,-0.1240476731601731,0.0269170782578168,0.0784432898779647
ADAMTS8,proteomics,-0.2530280844155844,0.0269164285903507,0.0784432898779647
SIRPB1,proteomics,-0.2563992965367966,0.0275085874870998,0.07953274107299
PALM3,proteomics,-0.3574423160173159,0.0275085874870998,0.07953274107299
FAS,proteomics,-0.101963961038961,0.0275079280585796,0.07953274107299
CCL21,proteomics,-0.2467499999999999,0.0275085874870998,0.07953274107299
HAVCR2,proteomics,-0.1806889069264068,0.0275085874870998,0.07953274107299
ERVV.1,proteomics,-0.2247358766233765,0.0275085874870998,0.07953274107299
CALY,proteomics,-0.1974654761904762,0.0275085874870998,0.07953274107299
KITLG,proteomics,-0.2690170995670995,0.0275085874870998,0.07953274107299
ANK2,proteomics,-0.2276477272727273,0.028111275769004,0.0807957316350037
CRTAP,proteomics,-0.1961924783549783,0.028110606491003,0.0807957316350037
PNLIP,proteomics,-0.3510895562770563,0.028111275769004,0.0807957316350037
L1CAM,proteomics,-0.143215854978355,0.028111275769004,0.0807957316350037
CCS,proteomics,0.3426259740259731,0.028111275769004,0.0807957316350037
EBI3_IL27,proteomics,-0.2005545995670994,0.028111275769004,0.0807957316350037
NCAM1,proteomics,-0.1433166125541125,0.0287253100747556,0.0821566353703628
VSIG4,proteomics,-0.1747033549783549,0.0287253100747556,0.0821566353703628
WAS,proteomics,1.0872906385281385,0.0287253100747556,0.0821566353703628
A1BG,proteomics,-0.1195332792207791,0.0287253100747556,0.0821566353703628
FOSB,proteomics,-0.1695869588744588,0.0287253100747556,0.0821566353703628
AMOTL2,proteomics,-0.2436254870129869,0.0293508588663555,0.083863695470535
SLC13A1,proteomics,0.2748970779220779,0.0299880920877852,0.0855172616318013
DSG3,proteomics,-0.1683800865800866,0.0299880920877852,0.0855172616318013
SLC12A2,proteomics,-0.1419042748917748,0.0303104394298675,0.0863522558026342
SPARCL1,proteomics,-0.1791998376623376,0.0306371811556167,0.0865241357660557
CD63,proteomics,0.2565384199134198,0.0306371811556167,0.0865241357660557
SIRT5,proteomics,-0.1522541666666667,0.0306357620606897,0.0865241357660557
SLAMF6,proteomics,-0.198191341991342,0.0306371811556167,0.0865241357660557
FRMD7,proteomics,-0.0126276515151515,0.0306371811556167,0.0865241357660557
EPHX2,proteomics,-0.2857470238095239,0.0306371811556167,0.0865241357660557
LAYN,proteomics,-0.1762247294372294,0.0306371811556167,0.0865241357660557
NXPE4,proteomics,-0.1696717532467533,0.0306364716056267,0.0865241357660557
TCN1,proteomics,-0.1741161255411255,0.0306371811556167,0.0865241357660557
DCBLD2,proteomics,-0.1509781926406925,0.0312975791153732,0.0877974355354873
BST1,proteomics,-0.2349800865800865,0.0312982989490173,0.0877974355354873
EFNA4,proteomics,-0.1441115800865801,0.0312982989490173,0.0877974355354873
RABEP1,proteomics,0.3022422077922078,0.0312982989490173,0.0877974355354873
TXNL1,proteomics,-0.3651819264069266,0.0312982989490173,0.0877974355354873
CCL23,proteomics,-0.239640909090909,0.0312982989490173,0.0877974355354873
KIAA1549L,proteomics,-0.184571590909091,0.0312982989490173,0.0877974355354873
TXNDC5,proteomics,0.1852925865800866,0.0316326980324905,0.0886504087717832
ALMS1,proteomics,-0.3800288961038961,0.0319716197991438,0.0894287508831554
CCAR2,proteomics,-0.2851931818181814,0.0319716197991438,0.0894287508831554
IL1R1,proteomics,-0.1419214285714285,0.0326565788226834,0.090738920944817
ADA2,proteomics,-0.2427854978354976,0.0326573194779156,0.090738920944817
CPQ,proteomics,-0.1679957251082251,0.0326573194779156,0.090738920944817
MYL3,proteomics,0.4116976731601731,0.0326573194779156,0.090738920944817
RAPGEF2,proteomics,0.2017316558441557,0.0326573194779156,0.090738920944817
ECHS1,proteomics,0.3094216991341989,0.0326573194779156,0.090738920944817
EPHB4,proteomics,-0.126848593073593,0.0326573194779156,0.090738920944817
PLAU,proteomics,-0.1287835497835497,0.0333555751861625,0.0922406303397854
ICAM2,proteomics,-0.1329674242424242,0.0333555751861625,0.0922406303397854
STX6,proteomics,0.454011471861472,0.0333555751861625,0.0922406303397854
LETM1,proteomics,0.141670670995671,0.0333555751861625,0.0922406303397854
GAS6,proteomics,-0.1494535714285715,0.0333555751861625,0.0922406303397854
DDAH1,proteomics,0.1068790043290043,0.0340665655411372,0.0935870028916769
VSIG10L,proteomics,-0.1941253787878788,0.0340665655411372,0.0935870028916769
CDH1,proteomics,-0.1399521103896104,0.0340665655411372,0.0935870028916769
TNFRSF10C,proteomics,-0.1935564935064934,0.0340665655411372,0.0935870028916769
CUZD1,proteomics,-0.2363617424242424,0.0340665655411372,0.0935870028916769
KCNIP4,proteomics,-0.2980939935064932,0.0340665655411372,0.0935870028916769
ANXA5,proteomics,-0.1393135281385282,0.0340665655411372,0.0935870028916769
BAIAP2,proteomics,0.3790698593073592,0.034426125261681,0.0944859757182099
SERPING1,proteomics,-0.124159632034632,0.0347904705633877,0.0953069779351286
SBSN,proteomics,-0.186372619047619,0.0347904705633877,0.0953069779351286
EDEM2,proteomics,-0.1638867424242426,0.0351565448181353,0.0962196446661139
MAP2,proteomics,0.1220719696969697,0.0355274716629808,0.096511895604919
FGA,proteomics,-0.2044759199134199,0.0355266883683463,0.096511895604919
ATG4A,proteomics,0.3962173160173161,0.0355274716629808,0.096511895604919
RPS10,proteomics,-0.1740062229437229,0.0355274716629808,0.096511895604919
IL2RA,proteomics,-0.2611699134199134,0.0355274716629808,0.096511895604919
TGFBR2,proteomics,-0.1416860389610389,0.0355274716629808,0.096511895604919
S100A11,proteomics,-0.0899208874458878,0.0355274716629808,0.096511895604919
PAMR1,proteomics,-0.0988246212121212,0.0355274716629808,0.096511895604919
GTF2IRD1,proteomics,-0.2570446428571429,0.0362777516250715,0.0978227564576421
ATP1B4,proteomics,-0.1805900432900434,0.0362777516250715,0.0978227564576421
CTRC,proteomics,-0.3343064935064935,0.0362777516250715,0.0978227564576421
PDCD1,proteomics,-0.2749074134199136,0.0362777516250715,0.0978227564576421
CXCL6,proteomics,0.3129220779220778,0.0362777516250715,0.0978227564576421
DEFB116,proteomics,-0.2643896645021644,0.0362777516250715,0.0978227564576421
AGT,proteomics,-0.0366041666666666,0.0362777516250715,0.0978227564576421
CD99,proteomics,-0.0782181277056276,0.0362769574678373,0.0978227564576421
TRIM58,proteomics,0.3483647186147186,0.0366571290538836,0.0987546435248864
CST1,proteomics,-0.6039713744588742,0.0370414945948102,0.099423589256777
SERPINF2,proteomics,-0.0864401515151515,0.0370406894956771,0.099423589256777
GLO1,proteomics,0.3162530844155846,0.0370414945948102,0.099423589256777
VWC2,proteomics,-0.2091880952380952,0.0370414945948102,0.099423589256777
PLA2G15,proteomics,-0.1166852272727272,0.0378188860615826,0.1009539762173571
DNAJA4,proteomics,0.3677687770562765,0.0378188860615826,0.1009539762173571
FRZB,proteomics,-0.1311959956709956,0.0378188860615826,0.1009539762173571
ANKRA2,proteomics,-0.2887818722943723,0.0378188860615826,0.1009539762173571
PRKAG3,proteomics,-0.2400695346320344,0.0378188860615826,0.1009539762173571
GRSF1,proteomics,0.2073311688311688,0.0378188860615826,0.1009539762173571
APBB1IP,proteomics,0.1907334956709956,0.038610112842575,0.1021333573202234
ANGPTL3,proteomics,-0.1772722943722943,0.038610112842575,0.1021333573202234
ORM1,proteomics,-0.1145658549783549,0.038610112842575,0.1021333573202234
SEMA6C,proteomics,-0.1602860930735931,0.038610112842575,0.1021333573202234
CRISP3,proteomics,-0.1794679112554112,0.038610112842575,0.1021333573202234
CTRB1,proteomics,-0.2317393398268398,0.038610112842575,0.1021333573202234
GRIN2B,proteomics,-0.1378948051948051,0.038610112842575,0.1021333573202234
UNC79,proteomics,-0.2695301406926407,0.0386092856256639,0.1021333573202234
PPCDC,proteomics,0.2170267316017317,0.038610112842575,0.1021333573202234
PSMC3,proteomics,-0.1435877164502164,0.038610112842575,0.1021333573202234
HTRA2,proteomics,0.1074401515151514,0.0394153630656596,0.103514021779805
CD200,proteomics,-0.1378953463203463,0.0394153630656596,0.103514021779805
KLHL41,proteomics,0.2840635281385282,0.0394153630656596,0.103514021779805
SAT2,proteomics,-0.2836383658008659,0.0394153630656596,0.103514021779805
REG3G,proteomics,-0.3450119588744589,0.0394153630656596,0.103514021779805
TMPRSS5,proteomics,-0.2184738095238095,0.0394153630656596,0.103514021779805
C9,proteomics,-0.2439871212121213,0.0394153630656596,0.103514021779805
CRYBB2,proteomics,-0.4419609307359308,0.0394153630656596,0.103514021779805
FCGR2A,proteomics,-0.0593350649350648,0.0402348261515931,0.1052877321764607
C1R,proteomics,-0.1171711038961037,0.0402348261515931,0.1052877321764607
GALNT7,proteomics,-0.1294302489177489,0.0402348261515931,0.1052877321764607
BHMT2,proteomics,-0.1409759199134199,0.0402339765118637,0.1052877321764607
PPP1R14D,proteomics,-0.3133235930735931,0.0406490917690323,0.1062766504837937
CSF3,proteomics,-0.2178298701298702,0.0410686927955244,0.1068956269290453
SSH3,proteomics,-0.0998506493506493,0.0410686927955244,0.1068956269290453
TTF2,proteomics,0.195046699134199,0.0410686927955244,0.1068956269290453
TSC22D1,proteomics,0.4675772727272727,0.0410686927955244,0.1068956269290453
FCRL5,proteomics,-0.3298242965367965,0.0410686927955244,0.1068956269290453
CRELD2,proteomics,0.1630637445887446,0.0414902207360299,0.1078967217183412
PCDH7,proteomics,-0.258737987012987,0.0419171549478038,0.1085242195858552
SDCCAG8,proteomics,0.2067458333333331,0.0419171549478038,0.1085242195858552
DNLZ,proteomics,-0.3970241341991349,0.0419171549478038,0.1085242195858552
PTPRC,proteomics,-0.1343599567099567,0.0419162825891078,0.1085242195858552
HAGH,proteomics,0.4413872835497821,0.0419171549478038,0.1085242195858552
NFATC1,proteomics,0.1493307359307362,0.0423460415787908,0.1095375925086775
LAMP2,proteomics,-0.1123915584415584,0.042779521967815,0.110173679415089
ADGRG1,proteomics,0.31844908008658,0.0427804057940903,0.110173679415089
ELAVL4,proteomics,-0.3300641233766233,0.0427804057940903,0.110173679415089
APOBR,proteomics,-0.1960084415584417,0.0427804057940903,0.110173679415089
DCUN1D2,proteomics,-0.3987314935064935,0.0427804057940903,0.110173679415089
TSPAN7,proteomics,-0.2502729978354975,0.0432167480941833,0.1111994319360018
RPE,proteomics,0.1279564935064936,0.0436586397347503,0.1120405653596798
SPINK4,proteomics,-0.3258915043290044,0.0436577443704942,0.1120405653596798
RNASE6,proteomics,-0.1130356060606061,0.0436586397347503,0.1120405653596798
GPIHBP1,proteomics,-0.2309291125541125,0.0441025352832586,0.1130804479236535
CBX2,proteomics,-0.1090732683982685,0.044552052363545,0.1134369765319181
SLC34A3,proteomics,-0.2001754870129871,0.044552052363545,0.1134369765319181
CHL1,proteomics,-0.1407653679653679,0.044551145392206,0.1134369765319181
CHRM1,proteomics,-0.2358301406926407,0.044552052363545,0.1134369765319181
TRPV3,proteomics,-0.2126811688311687,0.044552052363545,0.1134369765319181
NLGN1,proteomics,-0.2883410714285714,0.044551145392206,0.1134369765319181
IL18BP,proteomics,-0.1658069264069264,0.044552052363545,0.1134369765319181
APOA2,proteomics,-0.2917467532467534,0.044552052363545,0.1134369765319181
NTRK3,proteomics,-0.1211363636363635,0.0454608404455987,0.1151490785290164
C1QTNF9,proteomics,-0.2164321969696969,0.0454608404455987,0.1151490785290164
BPIFB2,proteomics,0.4452004870129868,0.0454608404455987,0.1151490785290164
APOM,proteomics,-0.1467053571428572,0.0454599217994168,0.1151490785290164
B2M,proteomics,-0.1669579004329006,0.0454608404455987,0.1151490785290164
ARNTL,proteomics,-0.1572867424242424,0.0454608404455987,0.1151490785290164
KIR2DS4,proteomics,-0.7735133116883117,0.0463852018946471,0.1171857779931318
PI3,proteomics,-0.2575497294372294,0.0463852018946471,0.1171857779931318
CD28,proteomics,-0.1526532467532467,0.0463852018946471,0.1171857779931318
SH3GLB2,proteomics,0.4725172619047608,0.0468523485056922,0.1182637432488241
ENTPD5,proteomics,-0.0972792207792207,0.0473253357495585,0.1189440725674632
NECTIN2,proteomics,-0.1512574134199135,0.0473253357495585,0.1189440725674632
AKR1B10,proteomics,-0.3478809523809525,0.0473253357495585,0.1189440725674632
TUBB3,proteomics,-0.138887067099567,0.0473243935559936,0.1189440725674632
CD59,proteomics,-0.1006464285714286,0.0473253357495585,0.1189440725674632
TNFSF14,proteomics,0.1890392857142856,0.0478004317100258,0.1200349328938192
LYAR,proteomics,0.2223891233766233,0.0482814421501261,0.120827615928783
HDDC2,proteomics,0.1689086038961038,0.0482814421501261,0.120827615928783
PRELP,proteomics,-0.1471707792207792,0.0482814421501261,0.120827615928783
FABP3,proteomics,0.2601733225108223,0.0482814421501261,0.120827615928783
CD276,proteomics,-0.169324567099567,0.0492537223121259,0.1227354052159796
NCR3LG1,proteomics,-0.147814935064935,0.0492527563173182,0.1227354052159796
BRME1,proteomics,-0.1707118506493506,0.0492537223121259,0.1227354052159796
BSND,proteomics,-0.1272659090909091,0.0492527563173182,0.1227354052159796
PLSCR3,proteomics,0.1259360389610389,0.0492537223121259,0.1227354052159796
AKT3,proteomics,0.1862,0.0497450187381442,0.1238540798735907
SUSD4,proteomics,-0.1700839285714286,0.0502423785016388,0.1245618934353607
NAGPA,proteomics,-0.1344793290043289,0.0502423785016388,0.1245618934353607
GUCA2A,proteomics,-0.1475233225108225,0.0502423785016388,0.1245618934353607
GAD2,proteomics,-0.1883118506493506,0.0502423785016388,0.1245618934353607
CRYM,proteomics,-0.1298692099567099,0.0502423785016388,0.1245618934353607
CTAG1A_CTAG1B,proteomics,-0.3036283008658008,0.0512476140086319,0.1264107812212921
AHCY,proteomics,0.1807834415584417,0.0512476140086319,0.1264107812212921
CR2,proteomics,-0.3002281926406927,0.0512466239710143,0.1264107812212921
TNFSF8,proteomics,-0.1643516233766233,0.0512476140086319,0.1264107812212921
MRPS16,proteomics,-0.1122869047619047,0.0512476140086319,0.1264107812212921
SSC4D,proteomics,0.6225589826839826,0.0512476140086319,0.1264107812212921
DUSP3,proteomics,0.5800709415584429,0.0517555167230404,0.1273412250685582
PDE4D,proteomics,-0.1477737554112552,0.0517555167230404,0.1273412250685582
LARP1,proteomics,0.113893777056277,0.0517555167230404,0.1273412250685582
CEACAM3,proteomics,-0.1552766233766233,0.0522696331197968,0.1280671731845483
TIGAR,proteomics,-0.1685236471861471,0.0522696331197968,0.1280671731845483
S100A14,proteomics,-0.2785125541125541,0.0522696331197968,0.1280671731845483
MLLT1,proteomics,-0.3259959956709958,0.0522696331197968,0.1280671731845483
PRSS2,proteomics,-0.2099837121212121,0.0522696331197968,0.1280671731845483
CASP4,proteomics,-0.4506304653679658,0.0533086410906433,0.1299592643102173
PPT1,proteomics,-0.1705905303030301,0.0533086410906433,0.1299592643102173
TPBGL,proteomics,-0.1543014610389617,0.0533086410906433,0.1299592643102173
CD79B,proteomics,-0.2175,0.0533086410906433,0.1299592643102173
RNF4,proteomics,-0.2303614718614718,0.0533086410906433,0.1299592643102173
ST8SIA1,proteomics,-0.2504472943722942,0.0533086410906433,0.1299592643102173
TERF1,proteomics,-0.1420758658008658,0.0543648441168441,0.1316557078322581
INPP1,proteomics,0.1094961038961039,0.0543648441168441,0.1316557078322581
OGN,proteomics,-0.1681964285714285,0.0543648441168441,0.1316557078322581
RYR1,proteomics,-0.1739338744588744,0.0543648441168441,0.1316557078322581
EFCAB2,proteomics,0.1404313852813852,0.0543638175906904,0.1316557078322581
ADAMTS4,proteomics,0.1745434523809524,0.0543648441168441,0.1316557078322581
EDAR,proteomics,0.2422938311688311,0.0543648441168441,0.1316557078322581
ART3,proteomics,-0.1662417748917748,0.0543638175906904,0.1316557078322581
FAM171B,proteomics,-0.0234461038961038,0.0548984258073804,0.1328378299958387
OSTN,proteomics,-0.0794970238095237,0.0554374105095731,0.1335915806414015
FABP6,proteomics,-0.2838175324675323,0.0554384493048306,0.1335915806414015
PTPRK,proteomics,-0.1013130952380949,0.0554384493048306,0.1335915806414015
TXNDC15,proteomics,-0.1486457792207792,0.0554384493048306,0.1335915806414015
SFTPA1,proteomics,-0.3199886363636361,0.0554384493048306,0.1335915806414015
EFHD1,proteomics,-0.229515909090909,0.0565296646416363,0.1358850409107754
KRT8,proteomics,-0.30309908008658,0.0565296646416363,0.1358850409107754
MBL2,proteomics,-0.4955160714285714,0.0565296646416363,0.1358850409107754
DIPK2B,proteomics,-0.1144277597402598,0.0570808840526727,0.1370973082053923
ADGRE5,proteomics,-0.1373603354978355,0.0576386989639875,0.1379835520653036
CYP24A1,proteomics,-0.158977164502165,0.0576386989639875,0.1379835520653036
GABARAP,proteomics,-0.2344199675324674,0.0576386989639875,0.1379835520653036
HRG,proteomics,-0.1483528138528138,0.0576386989639875,0.1379835520653036
GNPDA2,proteomics,0.1387319805194805,0.0587657619266404,0.1397659252331732
PON1,proteomics,-0.0945215367965367,0.0587657619266404,0.1397659252331732
RAD51,proteomics,-0.1643434523809523,0.0587657619266404,0.1397659252331732
FGF7,proteomics,-0.2838477272727273,0.0587657619266404,0.1397659252331732
LILRB1,proteomics,-0.1577544913419913,0.0587657619266404,0.1397659252331732
BPIFB1,proteomics,-0.4167334415584417,0.0587657619266404,0.1397659252331732
PECAM1,proteomics,-0.0866647727272727,0.0587657619266404,0.1397659252331732
CST5,proteomics,-0.3394090367965367,0.0587657619266404,0.1397659252331732
ENPP6,proteomics,-0.1639626623376622,0.0593339556444553,0.1410025628851568
FGF12,proteomics,-0.1883599025974026,0.0599110639699617,0.1412258386969341
EGFLAM,proteomics,-0.1302429653679653,0.0599099756159161,0.1412258386969341
CD80,proteomics,-0.2041664502164502,0.0599099756159161,0.1412258386969341
FSHB,proteomics,-0.2728996212121212,0.0599110639699617,0.1412258386969341
DYNC1H1,proteomics,-0.0398765151515151,0.0599110639699617,0.1412258386969341
LAMA1,proteomics,-0.1688814935064934,0.0599110639699617,0.1412258386969341
ATRN,proteomics,-0.0944912878787878,0.0599110639699617,0.1412258386969341
SEPTIN3,proteomics,-0.3123513528138528,0.0599110639699617,0.1412258386969341
ARMCX2,proteomics,-0.2056515151515152,0.0599110639699617,0.1412258386969341
FLT3LG,proteomics,-0.1305311147186147,0.0599110639699617,0.1412258386969341
MCAM,proteomics,-0.1545623376623376,0.0610748162867552,0.1428173504049485
VNN2,proteomics,-0.2018957251082251,0.0610748162867552,0.1428173504049485
RRM2,proteomics,-0.3553298701298698,0.0610748162867552,0.1428173504049485
TNFRSF11A,proteomics,-0.1530251623376624,0.0610748162867552,0.1428173504049485
CDH17,proteomics,-0.3583967532467532,0.0610748162867552,0.1428173504049485
SMS,proteomics,-0.2471777056277056,0.0610748162867552,0.1428173504049485
ACTN4,proteomics,-0.1429063311688312,0.0610748162867552,0.1428173504049485
CACNA1H,proteomics,-0.0465521645021643,0.0610748162867552,0.1428173504049485
CEACAM1,proteomics,-0.0547330627705626,0.0610748162867552,0.1428173504049485
BHLHE40,proteomics,-0.1933762445887448,0.0610748162867552,0.1428173504049485
ATP2B4,proteomics,-0.3045300324675324,0.0622572307883317,0.1448868515878135
ITIH5,proteomics,-0.136499512987013,0.0622572307883317,0.1448868515878135
C1QBP,proteomics,0.2383732683982685,0.0622572307883317,0.1448868515878135
GFER,proteomics,-0.1929602813852813,0.062255003999343,0.1448868515878135
NRN1,proteomics,-0.1649345238095236,0.062256117392709,0.1448868515878135
FNTA,proteomics,0.1337545995670995,0.0622572307883317,0.1448868515878135
CRIP2,proteomics,-0.0898481060606062,0.0634585200698236,0.1472136937810274
CA6,proteomics,-0.2424928571428571,0.0634585200698236,0.1472136937810274
MXRA8,proteomics,-0.2054022186147187,0.0634573940949887,0.1472136937810274
PEPD,proteomics,-0.1462054653679653,0.0634585200698236,0.1472136937810274
MAPT,proteomics,-0.4885015151515149,0.0646788973747446,0.1485125035556782
MERTK,proteomics,-0.1275366341991341,0.0646788973747446,0.1485125035556782
CD4.y,proteomics,-0.156447186147186,0.0646788973747446,0.1485125035556782
GDNF,proteomics,-0.161172673160173,0.0646788973747446,0.1485125035556782
ITGA2,proteomics,-0.1652774891774891,0.0646788973747446,0.1485125035556782
FST,proteomics,-0.2797067640692641,0.0646788973747446,0.1485125035556782
LPO,proteomics,-0.2580741883116887,0.0646788973747446,0.1485125035556782
LAG3,proteomics,-0.2138780303030302,0.0646777587845803,0.1485125035556782
PROCR,proteomics,-0.1297558441558441,0.0646788973747446,0.1485125035556782
ADAM9,proteomics,-0.1345590909090908,0.0646788973747446,0.1485125035556782
FGF6,proteomics,-0.1797154220779221,0.0646788973747446,0.1485125035556782
LRRC38,proteomics,-0.241993777056277,0.0646788973747446,0.1485125035556782
CPOX,proteomics,-0.1343475649350649,0.0646788973747446,0.1485125035556782
ENTPD6,proteomics,-0.082264448051948,0.0659185765587942,0.1506489439260012
YOD1,proteomics,0.4179262445887448,0.0659185765587942,0.1506489439260012
GPHA2,proteomics,-0.1727642857142857,0.0659185765587942,0.1506489439260012
RARRES1,proteomics,-0.1410131493506494,0.0659185765587942,0.1506489439260012
VEGFD,proteomics,-0.2576248376623376,0.0659185765587942,0.1506489439260012
TDP1,proteomics,-0.2416719155844156,0.0659185765587942,0.1506489439260012
WFIKKN1,proteomics,-0.1879070346320347,0.0671777720529109,0.1529288377808869
IL31,proteomics,-0.2499954545454544,0.0671777720529109,0.1529288377808869
SMOC2,proteomics,0.1471970238095236,0.0671777720529109,0.1529288377808869
BCAM,proteomics,-0.1138036255411255,0.0671777720529109,0.1529288377808869
SPESP1,proteomics,-0.1635513528138528,0.0671777720529109,0.1529288377808869
RNF41,proteomics,0.1052162878787878,0.0678135853018542,0.1541361662809642
PPY,proteomics,-0.5198332792207787,0.0678135853018542,0.1541361662809642
ITGAM,proteomics,-0.1407635281385281,0.0684566988255713,0.1551154501295698
SERPINA4,proteomics,-0.146139935064935,0.0684566988255713,0.1551154501295698
TGFB1,proteomics,0.0861445887445887,0.0684555221947331,0.1551154501295698
HYAL1,proteomics,-0.0727418290043289,0.0684566988255713,0.1551154501295698
TNNI3,proteomics,0.6148902597402598,0.0691024457601682,0.156457357828793
EVPL,proteomics,-0.1677181818181818,0.0697555723443411,0.15769183137085
PRCP,proteomics,-0.1359423160173159,0.0697555723443411,0.15769183137085
KIT,proteomics,-0.1190527056277055,0.071074608536678,0.160054761750932
IL17A,proteomics,-0.6262911255411255,0.071074608536678,0.160054761750932
CINP,proteomics,-0.1558924242424242,0.071074608536678,0.160054761750932
CLPS,proteomics,-0.3078900432900432,0.071074608536678,0.160054761750932
MYBPC1,proteomics,0.3943994588744589,0.071074608536678,0.160054761750932
ERBB4,proteomics,-0.1018584956709956,0.0724140237499892,0.1617006809940554
TNFSF10,proteomics,-0.1149777056277056,0.0724103790071708,0.1617006809940554
RGMA,proteomics,-0.1359478354978355,0.0724140237499892,0.1617006809940554
AMY2A,proteomics,-0.2060751082251082,0.0724140237499892,0.1617006809940554
ATP6V1D,proteomics,-0.0736326298701298,0.0724128088345402,0.1617006809940554
ART5,proteomics,-0.2703112554112554,0.0724140237499892,0.1617006809940554
LYZL2,proteomics,-0.1749206168831168,0.0724140237499892,0.1617006809940554
CLSPN,proteomics,-0.0842322510822511,0.0724140237499892,0.1617006809940554
IGF2BP3,proteomics,0.1585042207792208,0.0724140237499892,0.1617006809940554
CLEC4A,proteomics,-0.1224557359307358,0.0724140237499892,0.1617006809940554
TAGLN3,proteomics,-0.2331126623376622,0.0724140237499892,0.1617006809940554
DUSP29,proteomics,0.1019235389610389,0.0730902198874722,0.1630860402527337
SAT1,proteomics,-0.1095292207792207,0.0737740347109472,0.163736904677372
CKAP4,proteomics,-0.1408176948051947,0.0737740347109472,0.163736904677372
CSF1,proteomics,-0.1231279220779221,0.0737740347109472,0.163736904677372
SCARB1,proteomics,-0.3680372835497836,0.0737740347109472,0.163736904677372
CHP1,proteomics,-0.2437736471861471,0.0737740347109472,0.163736904677372
NXPH1,proteomics,-0.1940727813852813,0.0737740347109472,0.163736904677372
FCGR3B,proteomics,-0.1742676406926407,0.0737728069908502,0.163736904677372
LPP,proteomics,0.2177400974025975,0.0751548584840667,0.1660450879432555
CKB,proteomics,-0.3432358766233769,0.0751536179418747,0.1660450879432555
RBP1,proteomics,-0.1820660714285713,0.0751548584840667,0.1660450879432555
MAMDC2,proteomics,-0.1542251623376623,0.0751548584840667,0.1660450879432555
AMY2B,proteomics,-0.2078788961038961,0.0751548584840667,0.1660450879432555
SLC1A4,proteomics,-0.1808252164502165,0.0751548584840667,0.1660450879432555
XG,proteomics,-0.1472073051948051,0.0765567124295457,0.1678734211789664
LRG1,proteomics,-0.1758968073593073,0.0765567124295457,0.1678734211789664
RABGAP1L,proteomics,0.3437981601731605,0.0765567124295457,0.1678734211789664
EVI5,proteomics,0.0562198593073592,0.0765567124295457,0.1678734211789664
MMUT,proteomics,-0.2468980519480519,0.0765567124295457,0.1678734211789664
CFC1,proteomics,-0.0873694805194805,0.0765567124295457,0.1678734211789664
SORT1,proteomics,0.1398935606060606,0.0765567124295457,0.1678734211789664
PRDX6,proteomics,0.2174399350649349,0.0765567124295457,0.1678734211789664
MAG,proteomics,-0.1602688311688312,0.0765567124295457,0.1678734211789664
GM2A,proteomics,-0.1466853354978356,0.0765567124295457,0.1678734211789664
TLR3,proteomics,-0.3048650974025972,0.0779798141603764,0.1692167756427471
SPINT2,proteomics,0.2871433441558443,0.0779798141603764,0.1692167756427471
AIF1L,proteomics,-0.1783092532467533,0.0779785479318171,0.1692167756427471
GSR,proteomics,-0.102717803030303,0.0779798141603764,0.1692167756427471
MORF4L2,proteomics,-0.1592960497835498,0.0779798141603764,0.1692167756427471
AMBN,proteomics,-0.0005786796536796,0.0779798141603764,0.1692167756427471
QPCT,proteomics,-0.0778997294372294,0.0779798141603764,0.1692167756427471
GGT5,proteomics,-0.0995972402597402,0.0779798141603764,0.1692167756427471
DNAJB8,proteomics,-0.1762732142857142,0.0779798141603764,0.1692167756427471
C1RL,proteomics,-0.0844314935064935,0.0779798141603764,0.1692167756427471
ADGRE1,proteomics,-0.4255626623376624,0.0779798141603764,0.1692167756427471
ZP4,proteomics,-0.0889028679653679,0.0779760154764209,0.1692167756427471
ADAM22,proteomics,-0.1605333333333332,0.0779798141603764,0.1692167756427471
