lambda,AUROC_cluster,AUROC_METS,AUROC_highTgl
0.0,0.9826851851851852,0.8316358024691357,0.6478395061728396
0.25,1.0,0.8786111111111111,0.6345679012345679
0.5,1.0,0.812932098765432,0.6589506172839507
1.0,1.0,0.8211419753086421,0.6064814814814815
2.0,1.0,0.711388888888889,0.6033950617283951
4.0,1.0,0.7066975308641975,0.663888888888889
8.0,1.0,0.7100617283950618,0.6179012345679014
