missing_frac,n_complete,MOSAIC,PCA_mean,PCA_knn,complete_case
0.0,89,0.769787664307381,0.8570778564206268,0.8570778564206268,0.8570778564206268
0.1,81,0.7449292214357939,0.8451567239635998,0.8332204246713852,0.8576907442151345
0.2,72,0.748963599595551,0.8263700707785642,0.8257431749241657,0.8409457314457315
0.3,63,0.7290647118301314,0.8155864509605664,0.79711324570273,0.8299702196878009
0.4,54,0.752891809908999,0.8012537917087968,0.7898382204246714,0.804173757492212
0.5,45,0.7314004044489384,0.7698988877654196,0.7579271991911021,0.7586817598343686
