COCOMO_ID,endotype,YARS1,GCC1,MTDH,SKAP2,DBNL,SNAP23,PTPN6,DNAJB6,PLA2G4A,CRKL,PMVK,LAT,HCLS1,CASP3,IRAK4,SNAP29,RAB27B,CLIP2,FYB1,MPIG6B,PPP1R12A,EBAG9,DAPP1,DAB2,CDC26,MESD,BCL2L1,EGF,PLCB2,DNAJA2,GRAP2,IST1,ERP29,PPP1R9B,NEXN,SRC,MGLL,NCK2,PRKG1,CD69
1111,1,1.1712,-0.7574,-0.3852,-1.0017,-0.032200000000000006,-1.6396000000000002,-1.2942,0.2569,-0.3007,0.6929000000000001,0.1831,-0.1563,-0.6903,-0.024800000000000016,0.22690000000000002,0.47120000000000006,-0.876,-0.6747,-0.2264,-0.2979,-0.6822,0.1545,-0.4678,0.039699999999999985,0.6564,-0.1637,0.9388,-2.7749,-1.4733,0.9392999999999999,-0.1439,0.8149000000000001,0.2519,-0.7817,-0.187,-0.278,-0.5347,-0.1996,-0.47,-1.0274
1115,0,2.8186999999999998,0.8091000000000002,0.7165000000000001,0.8657000000000001,0.9334,0.09539999999999998,0.24730000000000002,1.3207,0.8249,1.1791,2.4124,1.7629,-0.2378,1.2334,0.5741,1.5925,1.0602,1.7136000000000002,1.0882,1.7394,0.8547,0.8545,2.3821999999999997,1.8924999999999998,0.8819000000000001,0.952,1.6161,-1.7163,0.36789999999999995,1.8430000000000002,2.3283,1.4982,1.4062000000000001,1.0384,1.4693,1.6456,1.2785,0.8760000000000001,1.886,0.6564000000000001
1120,1,4.1547,0.2881,0.14009999999999997,-0.4105,0.5927,-0.6287,0.1994,0.9956999999999999,0.1546,0.4102,1.6737,0.7643,-1.0599,0.6664,0.36229999999999996,1.5384,0.6109,0.7883,0.142,0.1167,0.6837,0.5330999999999999,1.5574000000000001,1.7057,0.8562,1.2069,0.566,-2.7397,-0.12310000000000001,1.1424,0.8918,1.4135,1.2065000000000001,0.15080000000000002,1.1616,0.351,0.08830000000000002,0.5114,1.1924000000000001,-0.7250000000000001
1123,1,3.4036,0.21649999999999997,0.7647999999999999,-0.48729999999999996,-0.044499999999999984,-1.066,0.0005999999999999894,0.9493,0.34359999999999996,0.6311,0.9502999999999999,0.35259999999999997,-0.9360999999999999,0.8447,0.09460000000000002,0.9774,-0.6365000000000001,0.2263,0.18280000000000002,-0.345,0.7017,0.27630000000000005,0.19139999999999996,1.1953,0.5898000000000001,1.253,1.7462,-2.8503,-0.7522,0.7049999999999998,0.8226,1.2529,0.9403999999999999,-1.2328999999999999,0.41119999999999995,0.24379999999999996,-0.40249999999999997,0.3975,0.7667999999999999,-0.5574
1133,0,7.2200999999999995,2.0528,3.4130000000000003,1.4476,1.9295,0.9888000000000001,2.5901,2.5119000000000002,1.822,1.8911000000000002,5.0911,3.0228,0.5123,2.2833,2.0511,3.047,2.9888,2.4816000000000003,2.021,2.0865,2.7006,2.1879,5.009099999999999,3.5768,2.0028,2.6868,3.0848,-1.3135999999999999,2.0612,2.7607,3.5845000000000002,3.6595,2.8919,1.2157,2.8282,2.267,1.8047,2.0874,3.2593,1.1111
1164,1,0.9247000000000001,-1.213,-0.7239,-2.4072,-0.05020000000000001,-2.3327,-1.6136,0.09240000000000001,-0.34550000000000003,0.2652,-0.6845,-1.1633,-1.8776,-0.38939999999999997,0.09809999999999999,0.18810000000000002,-1.4243,-1.7635,-1.5186,-1.6442999999999999,-0.6863,0.2206,-1.7444,-0.4679,0.1807,-0.5492,0.22669999999999998,-3.5331,-1.5985,0.39360000000000006,-1.4415,0.34550000000000003,-0.09450000000000001,-1.4348,-0.04580000000000001,-1.1054,-1.0823,-0.8018,-1.4644,-1.1821
1165,1,0.7025,-1.2058,-0.23670000000000002,-2.0279,-0.9726,-2.2852,-1.4624,-0.0012999999999999956,-0.3852,-0.0728,-0.3721,-0.5695,-1.8022,-0.0729,-0.4023,-0.0338,-2.7482,-1.0268,-1.2998999999999998,-0.9881,-0.6215,-0.2558,-0.2754,0.0625,-0.4868,-0.4567,0.3812,-3.1061,-1.0876,0.6156999999999999,-1.076,0.5126999999999999,-0.1943,-2.0152,-0.3352,-0.7110000000000001,-1.3484999999999998,-0.47730000000000006,-1.3063,-1.2538
1182,0,4.3078,1.0853,0.3661,0.4014,1.4159,-0.5064,1.1546,1.4256,0.9035,1.4691,2.5585,1.686,-0.5401,1.6679,1.2624,2.1636,0.9570000000000001,1.5128,0.7496,0.9000999999999999,1.3019,1.275,2.7153,1.588,1.3749,2.0237,2.4311,-2.2773000000000003,0.502,2.5845,1.2788,2.7902,2.0025,0.4223,1.5493999999999999,0.5474,0.8443,1.5279,1.6703000000000001,-0.3482
1191,1,0.5298,-0.3476,-0.9178,-0.9073,-0.5089,-1.9351,-0.8351,0.19840000000000002,-0.3159,-0.1808,-0.1096,-0.43629999999999997,-1.3162,-0.0819,-0.6174999999999999,0.3943,0.06589999999999999,-0.6436999999999999,-0.7998,-0.5348,0.061599999999999995,0.0638,0.629,0.6177,-0.0376,0.2283,0.6017,-3.0352,-0.5213,0.2639,-0.27240000000000003,0.4777,0.45720000000000005,-0.6105,0.19390000000000002,0.46599999999999997,-0.44029999999999997,-0.16,-0.0462,-1.4586
1200,0,6.757899999999999,2.1797000000000004,3.1281,2.2443,2.3754,1.6001,2.6277,3.0495,2.0587,2.7131999999999996,6.1345,3.5968999999999998,0.7062999999999999,2.7436,2.3308999999999997,3.5385999999999997,3.0906000000000002,2.9596,2.6692,2.7228000000000003,2.5511999999999997,2.1712,5.6857999999999995,3.6723999999999997,2.2102000000000004,2.99,3.0872,-0.6418,1.7415,3.1799,3.6663999999999994,3.7443,4.075699999999999,2.0237,3.1311999999999998,3.0294999999999996,2.4654999999999996,2.6295,3.8397999999999994,1.2867
1203,0,8.1225,2.8754,3.9730000000000003,2.5285,2.4003,1.8035,2.8983,2.6853000000000002,2.2749,2.709,4.1503,4.1259,0.9753000000000001,3.1223,1.9943,3.2186,3.2905,2.9379,3.0248,2.6231,3.0422000000000002,2.6059,5.342899999999999,4.4635,2.5186,3.9031,4.003299999999999,-0.1261,2.7288,3.4294000000000002,4.337599999999999,4.3765,4.2184,1.7286000000000001,2.9233000000000002,3.2746,3.1101,2.7494,4.284199999999999,1.5878999999999999
